"Journal Data Filtered By:  Selected Categories: ONCOLOGY;MULTIDISCIPLINARY SCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Maejo International Journal of Science and Technology","MAEJO INT J SCI TECH","MAEJO UNIV","1905-7873","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","234","0.4","Q4","0.16","0"%,
"COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES","CR ACAD BULG SCI","PUBL HOUSE BULGARIAN ACAD SCI","1310-1331","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","938","0.4","Q4","0.12","97.53"%,
"International Cancer Conference Journal","INT CANCER CONF J","SPRINGER INT PUBL AG","2192-3183","2192-3183","ONCOLOGY","ESCI","285","0.4","Q4","0.11","12.24"%,
"International Journal of Cancer Management","INT J CANCER MANAG","BRIEFLANDS","2538-4422","2538-497X","ONCOLOGY","ESCI","338","0.4","Q4","0.09","99.45"%,
"Momona Ethiopian Journal of Science","MOMONA ETHIOP J SCI","MEKELLE UNIV, COLL NATURAL & COMPUTATIONAL SCIENCES","2073-073X","2073-073X","MULTIDISCIPLINARY SCIENCES","ESCI","228","0.4","Q4","0.07","100"%,
"UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi","UHOD-ULUSLAR HEMATOL","AKAD DOKTORLAR YAYINEVI","1306-133X","1306-133X","ONCOLOGY","SCIE","110","0.4","Q4","0.04","71.23"%,
"SCIENTIST","SCIENTIST","LABX MEDIA GROUP","0890-3670","1547-0806","MULTIDISCIPLINARY SCIENCES","SCIE","436","0.4","Q4","0.01","0"%,
"World Cancer Research Journal","WORLD CANCER RES J","VERDUCI PUBLISHER","2372-3416","2372-3416","ONCOLOGY","ESCI","176","0.3","Q4","0.12","0"%,
"Uchenye Zapiski Kazanskogo Universiteta-Seriya Estestvennye Nauki","UCHEN ZAP KAZ U-ESTE","KAZAN FEDERAL UNIV","2542-064X","2500-218X","MULTIDISCIPLINARY SCIENCES","ESCI","108","0.3","Q4","0.07","100"%,
"Suranaree Journal of Science and Technology","SURANAREE J SCI TECH","SURANAREE UNIV TECHNOLOGY","0858-849X","0858-849X","MULTIDISCIPLINARY SCIENCES","ESCI","311","0.3","Q4","0.05","0"%,
"Revista Innovaciencia","REV INNOVACIENCIA","UNIV SANTANDER","2346-075X","2346-075X","MULTIDISCIPLINARY SCIENCES","ESCI","35","0.3","Q4","0.04","100"%,
"Journal of the Selva Andina Research Society","J SELVA ANDIN RES SO","SOC INVESTIGACON SELVA ANDINA","2072-9294","2072-9308","MULTIDISCIPLINARY SCIENCES","ESCI","33","0.3","Q4","0.01","46.43"%,
"Mindanao Journal of Science and Technology","MINDANAO J SCI TECHN","UNIV SCIENCE & TECHNOLOGY SOUTHERN PHILIPPINES","2244-0410","2449-3686","MULTIDISCIPLINARY SCIENCES","ESCI","71","0.2","Q4","0.07","0"%,
"Journal of Mathematical and Fundamental Sciences","J MATH FUNDAM SCI","INST TEKNOLOGI BANDUNG","2337-5760","2337-5760","MULTIDISCIPLINARY SCIENCES","ESCI","164","0.2","Q4","0.06","100"%,
"Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba","ESTUD-CENT ESTUD AV-","UNIV NAC CORDOBA, CENTRO ESTUDIOS AVANZADOS","0328-185X","1852-1568","MULTIDISCIPLINARY SCIENCES","ESCI","29","0.2","Q4","0.05","54.17"%,
"Holos","HOLOS","CENTRO FEDERAL EDUCACAO TECNOLOGICA RIO GRANDE NORTE","1518-1634","1807-1600","MULTIDISCIPLINARY SCIENCES","ESCI","267","0.2","Q4","0.04","69.39"%,
"Onkologie","ONKOLOGIE-GER","SPRINGER HEIDELBERG","2731-7226","2731-7234","ONCOLOGY","SCIE","229","0.2","Q4","0.04","11.69"%,
"Turk Onkoloji Dergisi-Turkish Journal of Oncology","TURK ONCOL DERG","KARE PUBL","1300-7467","1300-7467","ONCOLOGY","ESCI","167","0.2","Q4","0.04","100"%,
"Uroonkoloji Bulteni-Bulletin of Urooncology","UROONKOLOJI BUL","GALENOS PUBL HOUSE","2147-2270","2147-2270","ONCOLOGY","ESCI","51","0.2","Q4","0.04","100"%,
"Avances","AVANCES","CENTRO INFORMACION & GESTION TECNOLOGICA PINAR DEL RIO","1562-3297","1562-3297","MULTIDISCIPLINARY SCIENCES","ESCI","85","0.2","Q4","0.02","0"%,
"Informes Cientificos y Tecnicos","INF CIENTIF TECN","UNIV NAC PATAGONIA AUSTRAL","1852-4516","1852-4516","MULTIDISCIPLINARY SCIENCES","ESCI","41","0.2","Q4","0.02","88.98"%,
"Tecnologia en Marcha","TECNOL MARCHA","INST TECNOLOGICO COSTA RICA","0379-3982","2215-3241","MULTIDISCIPLINARY SCIENCES","ESCI","274","0.2","Q4","0.02","93.11"%,
"Gaceta Mexicana de Oncologia","GAC MEX ONCOL","SOC MEXICANA ONCOLOGIA, A C","1665-9201","1665-9201","ONCOLOGY","ESCI","84","0.2","Q4","0.01","100"%,
"Revista Colombiana de Cancerologia","REV COLOMB CANCEROL","INST NACIONAL CANCEROLOGIA","0123-9015","2346-0199","ONCOLOGY","ESCI","60","0.2","Q4","0.01","68.49"%,
"Cultura Cientifica","CULT CIENT","FUNDACION UNIV JUAN CASTELLANOS","1657-463X","2389-9638","MULTIDISCIPLINARY SCIENCES","ESCI","11","0.2","Q4","0","40"%,
"Interdisciplinary Studies of Complex Systems","INTERDISCIP STUD COM","DRAGOMANOV NATL PEDAGOGICAL UNIV","2307-4515","2307-4515","MULTIDISCIPLINARY SCIENCES","ESCI","18","0.1","Q4","0.11","87.72"%,
"DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI","DOKL NAN BELARUSI","BELARUSKAYA NAVUKA","1561-8323","2524-2431","MULTIDISCIPLINARY SCIENCES","ESCI","53","0.1","Q4","0.06","96.69"%,
"Revista de Senologia y Patologia Mamaria","REV SENOL PATOL MAM","ELSEVIER","0214-1582","1578-1399","ONCOLOGY","ESCI","62","0.1","Q4","0.06","5.04"%,
"Journal of Rajasthan Academy of Physical Sciences","J RAJASTHAN ACAD PHY","RAJASTHAN ACAD PHYSICAL SCIENCES-RAOPS","0972-6306","0972-6306","MULTIDISCIPLINARY SCIENCES","ESCI","35","0.1","Q4","0.05","0"%,
"Tomsk State University Journal","TOMSK STATE UNIV J","TOMSK STATE UNIV","1561-7793","1561-803X","MULTIDISCIPLINARY SCIENCES","ESCI","291","0.1","Q4","0.04","14.94"%,
"Onkologija","ONKOLOGIJA","INST ONCOLOGY LJUBLJANA","1408-1741","1581-3215","ONCOLOGY","ESCI","12","0.1","Q4","0.02","0"%,
"Revista Univap","REV UNIVAP","UNIV VALE PARAIBA-UNIVAP","1517-3275","2237-1753","MULTIDISCIPLINARY SCIENCES","ESCI","36","0.1","Q4","0.02","89.77"%,
"Onkourologiya","ONKOUROLOGIYA","ABV-PRESS PUBL HOUSE","1726-9776","1996-1812","ONCOLOGY","ESCI","61","0.1","Q4","0.01","92.31"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
