"Journal Data Filtered By:  Selected Categories: MEDICINE, GENERAL & INTERNAL;MEDICINE, RESEARCH & EXPERIMENTAL;CRITICAL CARE MEDICINE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Northern Clinics of Istanbul","NORTH CLIN ISTANB","KARE PUBL","2148-4902","2536-4553","MEDICINE, GENERAL & INTERNAL","ESCI","1,048","1","Q3","0.31","100"%,
"European Burn Journal","EUR BURN J","MDPI","N/A","2673-1991","CRITICAL CARE MEDICINE","ESCI","192","1","Q4","0.3","100"%,
"Internal Medicine","INTERNAL MED","JAPAN SOC INTERNAL MEDICINE","0918-2918","1349-7235","MEDICINE, GENERAL & INTERNAL","SCIE","8,077","1","Q3","0.29","99.42"%,
"ORVOSI HETILAP","ORVOSI HETILAP","AKADEMIAI KIADO ZRT","0030-6002","1788-6120","MEDICINE, GENERAL & INTERNAL","SCIE","1,605","1","Q3","0.29","83.87"%,
"Medical Bulletin of Sisli Etfal Hospital","MED B SISLI ETFAL HO","KARE PUBL","1302-7123","1308-5123","MEDICINE, GENERAL & INTERNAL","ESCI","630","1","Q3","0.28","73.33"%,
"Annals of African Medicine","ANN AFR MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1596-3519","0975-5764","MEDICINE, GENERAL & INTERNAL","ESCI","1,181","1","Q3","0.27","33.33"%,
"Biomedical and Biotechnology Research Journal","BIOMED BIOTECH RES J","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2588-9834","2588-9842","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","546","1","Q4","0.26","99.57"%,
"Case Reports in Medicine","CASE REP MED","WILEY","1687-9627","1687-9635","MEDICINE, GENERAL & INTERNAL","ESCI","1,142","1","Q3","0.23","100"%,
"MEDICAL HYPOTHESES","MED HYPOTHESES","ELSEVIER","0306-9877","1532-2777","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","8,109","1","Q4","0.23","24.35"%,
"YONAGO ACTA MEDICA","YONAGO ACTA MED","TOTTORI UNIV MEDICAL PRESS","0513-5710","1346-8049","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","577","1","Q4","0.21","100"%,
"REVUE DE MEDECINE INTERNE","REV MED INTERNE","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0248-8663","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","1,217","1","Q3","0.18","23.37"%,
"Sovremennye Tehnologii v Medicine","SOVREM TEHNOL MED","NIZHNIY NOVGOROD STATE MEDICAL ACAD","2076-4243","2076-4243","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","430","1","Q4","0.16","100"%,
"Journal of Medical Science","J MED SCI-POLAND","POZNAN UNIV MEDICAL SCIENCES","2353-9798","2353-9801","MEDICINE, GENERAL & INTERNAL","ESCI","235","1","Q3","0.15","92.08"%,
"Journal of Medical Science","J MED SCI-POLAND","POZNAN UNIV MEDICAL SCIENCES","2353-9798","2353-9801","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","235","1","Q4","0.15","92.08"%,
"Imaging","IMAGING","AKADEMIAI KIADO ZRT","N/A","2732-0960","MEDICINE, GENERAL & INTERNAL","ESCI","110","1","Q3","0.11","100"%,
"MEDICAL PROBLEMS OF PERFORMING ARTISTS","MED PROBL PERFORM AR","SCIENCE & MEDICINE INC","0885-1158","1938-2766","MEDICINE, GENERAL & INTERNAL","SCIE","839","0.9","Q3","1.88","4.92"%,
"African Health Sciences","AFR HEALTH SCI","MAKERERE UNIV, COLL HEALTH SCIENCES,SCH MED","1680-6905","1729-0503","MEDICINE, GENERAL & INTERNAL","SCIE","4,369","0.9","Q3","0.41","99.21"%,
"WIENER MEDIZINISCHE WOCHENSCHRIFT","WIEN MED WOCHENSCHR","SPRINGER WIEN","0043-5341","1563-258X","MEDICINE, GENERAL & INTERNAL","ESCI","1,162","0.9","Q3","0.41","43.24"%,
"Fukushima Journal of Medical Science","FUKUSHIMA J MED SCI","FUKUSHIMA SOC MEDICAL SCIENCE","0016-2590","2185-4610","MEDICINE, GENERAL & INTERNAL","ESCI","310","0.9","Q3","0.33","61.45"%,
"Nigerian Journal of Clinical Practice","NIGER J CLIN PRACT","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1119-3077","2229-7731","MEDICINE, GENERAL & INTERNAL","SCIE","3,106","0.9","Q3","0.29","100"%,
"JAAPA-Journal of the American Academy of Physician Assistants","JAAPA-J AM ACAD PHYS","LIPPINCOTT WILLIAMS & WILKINS","1547-1896","0893-7400","MEDICINE, GENERAL & INTERNAL","SCIE","1,128","0.9","Q3","0.24","2.69"%,
"SOUTHERN MEDICAL JOURNAL","SOUTH MED J","LIPPINCOTT WILLIAMS & WILKINS","0038-4348","1541-8243","MEDICINE, GENERAL & INTERNAL","SCIE","3,509","0.9","Q3","0.24","0.62"%,
"Clinical and Investigative Medicine","CLIN INVEST MED","CANADIAN SOC CLINICAL INVESTIGATION","0147-958X","1488-2353","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","843","0.9","Q4","0.21","0"%,
"Therapeutic Hypothermia and Temperature Management","THER HYPOTHERMIA TEM","SAGE PUBLICATIONS INC","2153-7658","2153-7933","CRITICAL CARE MEDICINE","SCIE","330","0.9","Q4","0.21","9.38"%,
"Ibnosina Journal of Medicine and Biomedical Sciences","IBNOSINA J MED BIOME","THIEME MEDICAL PUBL INC","1947-489X","1947-489X","MEDICINE, GENERAL & INTERNAL","ESCI","178","0.9","Q3","0.2","100"%,
"Indonesian Biomedical Journal","INDONES BIOMED J","PRODIA EDUCATION & RESEARCH INST","2355-9179","2355-9179","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","380","0.9","Q4","0.2","97.75"%,
"Dubai Medical Journal","DUBAI MED J","KNOWLEDGE E","N/A","2571-726X","MEDICINE, GENERAL & INTERNAL","ESCI","192","0.9","Q3","0.19","99.14"%,
"Ewha Medical Journal","EWHA MED J","EWHA WOMANS UNIV SCH MEDICINE","2234-3180","2234-2591","MEDICINE, GENERAL & INTERNAL","ESCI","204","0.9","Q3","0.19","84.72"%,
"JOURNAL OF MEDICAL INVESTIGATION","J MED INVESTIG","UNIV TOKUSHIMA SCH MEDICINE","1343-1420","1349-6867","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","986","0.9","Q4","0.18","51.43"%,
"Agri-The Journal of the Turkish Society of Algology","AGRI","KARE PUBL","1300-0012","1300-0012","MEDICINE, GENERAL & INTERNAL","ESCI","454","0.8","Q3","0.3","99.13"%,
"Canadian Journal of Rural Medicine","CAN J RURAL MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1203-7796","1488-237X","MEDICINE, GENERAL & INTERNAL","ESCI","297","0.8","Q3","0.29","80"%,
"Bangladesh Journal of Medical Science","BANGLADESH J MED SCI","IBN SINA TRUST","2223-4721","2076-0299","MEDICINE, GENERAL & INTERNAL","ESCI","796","0.8","Q3","0.26","87.02"%,
"Journal of Medical Case Reports","J MED CASE REP","BMC","N/A","1752-1947","MEDICINE, GENERAL & INTERNAL","ESCI","4,940","0.8","Q3","0.26","100"%,
"Journal of Trauma Nursing","J TRAUMA NURS","LIPPINCOTT WILLIAMS & WILKINS","1078-7496","1932-3883","CRITICAL CARE MEDICINE","SCIE","773","0.8","Q4","0.26","4.69"%,
"American Journal of Case Reports","AM J CASE REP","INT SCIENTIFIC INFORMATION, INC","N/A","1941-5923","MEDICINE, GENERAL & INTERNAL","ESCI","3,246","0.8","Q3","0.25","87.67"%,
"ISRAEL MEDICAL ASSOCIATION JOURNAL","ISR MED ASSOC J","ISRAEL MEDICAL ASSOC JOURNAL","1565-1088","1565-1088","MEDICINE, GENERAL & INTERNAL","SCIE","2,247","0.8","Q3","0.24","0"%,
"Aerospace Medicine and Human Performance","AEROSP MED HUM PERF","AEROSPACE MEDICAL ASSOC","2375-6314","2375-6322","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,338","0.8","Q4","0.23","6.07"%,
"Nagoya Journal of Medical Science","NAGOYA J MED SCI","NAGOYA UNIV, SCH MED","0027-7622","2186-3326","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,012","0.8","Q4","0.2","0"%,
"Medwave","MEDWAVE","MEDWAVE ESTUDIOS LTD","0717-6384","0717-6384","MEDICINE, GENERAL & INTERNAL","ESCI","522","0.8","Q3","0.19","91.14"%,
"Scientia Medica","SCI MED","EDITORA PUCRS","1806-5562","1980-6108","MEDICINE, GENERAL & INTERNAL","ESCI","165","0.8","Q3","0.17","100"%,
"ACTA MEDICA OKAYAMA","ACTA MED OKAYAMA","OKAYAMA UNIV MED SCHOOL","0386-300X","0386-300X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","961","0.8","Q4","0.16","0"%,
"BIOMEDICAL PAPERS-OLOMOUC","BIOMED PAP","PALACKY UNIV, MEDICAL FAC","1213-8118","1804-7521","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,310","0.8","Q4","0.16","100"%,
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","J PAK MED ASSOC","PAKISTAN MEDICAL ASSOC","0030-9982","0030-9982","MEDICINE, GENERAL & INTERNAL","SCIE","5,183","0.8","Q3","0.16","96.81"%,
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","J PAK MED ASSOC","PAKISTAN MEDICAL ASSOC","0030-9982","0030-9982","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","5,183","0.8","Q4","0.16","96.81"%,
"AME Medical Journal","AME MED J","AME PUBLISHING COMPANY","N/A","2520-0518","MEDICINE, GENERAL & INTERNAL","ESCI","293","0.8","Q3","0.15","100"%,
"ANASTHESIOLOGIE & INTENSIVMEDIZIN","ANASTH INTENSIVMED","AKTIV DRUCK & VERLAG GMBH","0170-5334","1439-0256","CRITICAL CARE MEDICINE","SCIE","323","0.8","Q4","0.14","0"%,
"Open Access Journal of Clinical Trials","OPEN ACCESS J CLIN T","DOVE MEDICAL PRESS LTD","1179-1519","1179-1519","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","110","0.8","Q4","0.14","100"%,
"KEIO JOURNAL OF MEDICINE","KEIO J MED","KEIO JOURNAL MEDICINE","0022-9717","1880-1293","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","449","0.8","Q4","0.13","79.03"%,
"PERSPECTIVES IN BIOLOGY AND MEDICINE","PERSPECT BIOL MED","JOHNS HOPKINS UNIV PRESS","0031-5982","1529-8795","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,297","0.7","Q4","0.39","0"%,
"International Medical Case Reports Journal","INT MED CASE REP J","DOVE MEDICAL PRESS LTD","1179-142X","1179-142X","MEDICINE, GENERAL & INTERNAL","ESCI","705","0.7","Q3","0.23","99.24"%,
"Journal of Investigative Medicine High Impact Case Reports","J INVEST MED HIGH IM","SAGE PUBLICATIONS LTD","2324-7096","2324-7096","MEDICINE, GENERAL & INTERNAL","ESCI","880","0.7","Q3","0.23","100"%,
"JRSM Open","JRSM OPEN","SAGE PUBLICATIONS INC","2054-2704","2054-2704","MEDICINE, GENERAL & INTERNAL","ESCI","260","0.7","Q3","0.23","100"%,
"Alexandria Journal of Medicine","ALEX J MED","TAYLOR & FRANCIS LTD","2090-5068","2090-5076","MEDICINE, GENERAL & INTERNAL","ESCI","1,144","0.7","Q3","0.2","100"%,
"AIMS Medical Science","AIMS MED SCI","AMER INST MATHEMATICAL SCIENCES-AIMS","2375-1576","2375-1576","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","152","0.7","Q4","0.19","100"%,
"Archive of Clinical Cases","ARCH CLIN CASES","GRIGORE T POPA UNIV MEDICINE AND PHARMACY IASI","N/A","2360-6975","MEDICINE, GENERAL & INTERNAL","ESCI","128","0.7","Q3","0.19","100"%,
"BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE","B EXP BIOL MED+","SPRINGER","0007-4888","1573-8221","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,019","0.7","Q4","0.18","0.12"%,
"Medical Studies-Studia Medyczne","MED STUD","TERMEDIA PUBLISHING HOUSE LTD","1899-1874","2300-6722","MEDICINE, GENERAL & INTERNAL","ESCI","226","0.7","Q3","0.17","98.62"%,
"DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT","DEUT MED WOCHENSCHR","GEORG THIEME VERLAG KG","0012-0472","1439-4413","MEDICINE, GENERAL & INTERNAL","SCIE","1,680","0.7","Q3","0.15","9.89"%,
"British Columbia Medical Journal","B C MED J","BRITISH COLUMBIA MEDICAL ASSOCIATION","0007-0556","0007-0556","MEDICINE, GENERAL & INTERNAL","ESCI","215","0.7","Q3","0.14","0"%,
"Current Issues in Pharmacy and Medical Sciences","CURR ISS PHARM MED S","Uniwersytet Medyczny Lublinie","2084-980X","2300-6676","MEDICINE, GENERAL & INTERNAL","ESCI","278","0.7","Q3","0.14","100"%,
"European Journal of Therapeutics","EUR J THER-ISTANBUL","Pera Yayincilik Hizmetleri","2564-7784","2564-7040","MEDICINE, GENERAL & INTERNAL","ESCI","267","0.7","Q3","0.14","99.62"%,
"International Journal of Noncommunicable Diseases","INT J NONCOMMUN DIS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2468-8827","2468-8835","MEDICINE, GENERAL & INTERNAL","ESCI","216","0.7","Q3","0.14","100"%,
"Galen Medical Journal","GALEN MED J","SALVIA MEDICAL SCIENCES LTD","2588-2767","2322-2379","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","553","0.7","Q4","0.11","65.26"%,
"Russian Open Medical Journal","RUSS OPEN MED J","SCIENCE & INNOVATION, LTD","2304-3415","2304-3415","MEDICINE, GENERAL & INTERNAL","ESCI","207","0.7","Q3","0.1","100"%,
"Journal of Laboratory Physicians","J LAB PHYS","SCIENTIFIC SCHOLAR LLC","0974-2727","0974-7826","MEDICINE, GENERAL & INTERNAL","ESCI","1,133","0.6","Q3","0.24","95.81"%,
"SAGE Open Medical Case Reports","SAGE OPEN MED CASE R","SAGE PUBLICATIONS INC","2050-313X","2050-313X","MEDICINE, GENERAL & INTERNAL","ESCI","1,339","0.6","Q3","0.21","100"%,
"Acta Medica Lituanica","ACTA MED LITUANICA","VILNIUS UNIV PRESS","1392-0138","2029-4174","MEDICINE, GENERAL & INTERNAL","ESCI","243","0.6","Q3","0.19","97.5"%,
"AME Case Reports","AME CASE REP","AME PUBLISHING COMPANY","2523-1995","2523-1995","MEDICINE, GENERAL & INTERNAL","ESCI","240","0.6","Q3","0.19","98.44"%,
"Clinical Case Reports","CLIN CASE REP","WILEY","2050-0904","2050-0904","MEDICINE, GENERAL & INTERNAL","ESCI","4,736","0.6","Q3","0.19","100"%,
"Clinical Medicine Insights-Case Reports","CLIN MED INSIGHT-CAS","SAGE PUBLICATIONS LTD","1179-5476","1179-5476","MEDICINE, GENERAL & INTERNAL","ESCI","334","0.6","Q3","0.18","100"%,
"Journal of Community Hospital Internal Medicine Perspectives","J COMM HOSP INT MED","DIGITAL COMMONS BEPRESS","2000-9666","2000-9666","MEDICINE, GENERAL & INTERNAL","ESCI","1,081","0.6","Q3","0.17","99.74"%,
"Crescent Journal of Medical and Biological Sciences","CRESCENT J MED BIOL","ARAS PART MEDICAL INT PRESS","2148-9696","2148-9696","MEDICINE, GENERAL & INTERNAL","ESCI","256","0.6","Q3","0.16","4.65"%,
"International Journal of Academic Medicine","INT J ACAD MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","N/A","2455-5568","MEDICINE, GENERAL & INTERNAL","ESCI","221","0.6","Q3","0.16","90.16"%,
"Acta Medica Indonesiana","ACTA MED INDONES","UNIV INDONESIA, FAC MEDICINE","0125-9326","2338-2732","MEDICINE, GENERAL & INTERNAL","ESCI","762","0.6","Q3","0.15","0"%,
"Oxford Medical Case Reports","OXF MED CASE REP","OXFORD UNIV PRESS","2053-8855","2053-8855","MEDICINE, GENERAL & INTERNAL","ESCI","677","0.6","Q3","0.15","98.64"%,
"Precision Medical Sciences","PRECIS MED SCI","WILEY","2642-2514","2642-2514","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","85","0.6","Q4","0.14","100"%,
"Biomedical Research and Therapy","BIOMED RES THER","BIOMEDPRESS","2198-4093","2198-4093","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","577","0.6","Q4","0.13","97.92"%,
"MEDICINA-BUENOS AIRES","MEDICINA-BUENOS AIRE","MEDICINA (BUENOS AIRES)","0025-7680","1669-9106","MEDICINE, GENERAL & INTERNAL","SCIE","945","0.6","Q3","0.13","0"%,
"Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","UNDERSEA & HYPERBARIC MEDICAL SOC INC","1066-2936","N/A","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","949","0.6","Q4","0.13","0"%,
"Klimik Journal","KLIMIK J","DOC DESIGN INFORMATICS CO LTD","1301-143X","1309-1484","MEDICINE, GENERAL & INTERNAL","ESCI","237","0.6","Q3","0.1","94.12"%,
"Sudan Journal of Medical Sciences","SUDAN J MED SCI","KNOWLEDGE E","N/A","1858-5051","MEDICINE, GENERAL & INTERNAL","ESCI","233","0.6","Q3","0.1","98.52"%,
"International Journal of Clinical and Experimental Medicine","INT J CLIN EXP MED","E-CENTURY PUBLISHING CORP","1940-5901","1940-5901","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","5,041","0.6","Q4","0.03","3.41"%,
"Precision and Future Medicine","PRECIS FUTURE MED","SUNGKYUNKWAN UNIV SCH MEDICINE","2508-7940","2508-7959","MEDICINE, GENERAL & INTERNAL","ESCI","220","0.5","Q3","0.46","100"%,
"Journal of Medical Cases","J MED CASES","ELMER PRESS INC","1923-4155","1923-4163","MEDICINE, GENERAL & INTERNAL","ESCI","409","0.5","Q3","0.24","99.55"%,
"Acta Clinica Croatica","ACTA CLIN CROAT","SESTRE MILOSRDNICE UNIV HOSPITAL","0353-9466","1333-9451","MEDICINE, GENERAL & INTERNAL","SCIE","1,703","0.5","Q3","0.22","96.18"%,
"MEDICINA DELLO SPORT","MED SPORT","EDIZIONI MINERVA MEDICA","0025-7826","1827-1863","MEDICINE, GENERAL & INTERNAL","SCIE","264","0.5","Q3","0.21","0"%,
"ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE","ANASTH INTENSIV NOTF","GEORG THIEME VERLAG KG","0939-2661","1439-1074","CRITICAL CARE MEDICINE","SCIE","411","0.5","Q4","0.19","0"%,
"Reports-Clinical Practice and Surgical Cases","REPORTS-BASEL","MDPI","2571-841X","2571-841X","MEDICINE, GENERAL & INTERNAL","ESCI","189","0.5","Q3","0.18","100"%,
"Journal of Military and Veterans Health","J MIL VETERANS HEALT","AUSTRALASIAN MILITARY MEDICINE ASSOC","1835-1271","1839-2733","MEDICINE, GENERAL & INTERNAL","ESCI","181","0.5","Q3","0.17","0"%,
"Journal of Pioneering Medical Sciences","J PIONEER MED SCI","JPMS PUBL","2309-7981","2309-7981","MEDICINE, GENERAL & INTERNAL","ESCI","190","0.5","Q3","0.16","74.57"%,
"Innere Medizin","INNERE MED","SPRINGER MEDIZIN VERLAG GmBH","2731-7080","2731-7099","MEDICINE, GENERAL & INTERNAL","SCIE","633","0.5","Q3","0.14","17.12"%,
"Journal of Health and Allied Sciences NU","J HLTH ALL SCI-INDIA","SCIENTIFIC SCHOLAR LLC","2582-4287","2582-4953","MEDICINE, GENERAL & INTERNAL","ESCI","222","0.5","Q3","0.14","93.23"%,
"Proceedings of Singapore Healthcare","PROC SINGAP HEALTHC","SAGE PUBLICATIONS INC","2010-1058","2059-2329","MEDICINE, GENERAL & INTERNAL","ESCI","418","0.5","Q3","0.14","99.32"%,
"Bezmialem Science","BEZMIALEM SCI","GALENOS PUBL HOUSE","2148-2373","2148-2373","MEDICINE, GENERAL & INTERNAL","ESCI","269","0.5","Q3","0.13","100"%,
"Galician Medical Journal","GALICIAN MED J","IVANO-FRANKIVSK NATL MEDICAL UNIV","2306-4285","2414-1518","MEDICINE, GENERAL & INTERNAL","ESCI","70","0.5","Q3","0.12","98.84"%,
"Duzce Medical Journal","DUZCE MED J","DUZCE UNIV, FAC MEDICINE","N/A","1307-671X","MEDICINE, GENERAL & INTERNAL","ESCI","155","0.5","Q3","0.11","98.88"%,
"Journal of the Korean Medical Association","J KOREAN MED ASSOC","KOREAN MEDICAL ASSOC","1975-8456","2093-5951","MEDICINE, GENERAL & INTERNAL","ESCI","644","0.5","Q3","0.11","100"%,
"Clinical and Experimental Health Sciences","CLIN EXP HEALTH SCI","MARMARA UNIV, INST HEALTH SCIENCES","2459-1459","2459-1459","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","516","0.5","Q4","0.1","0.76"%,
"Journal of Academic Research in Medicine-JAREM","J ACAD RES MED","GALENOS PUBL HOUSE","2146-6505","2147-1894","MEDICINE, GENERAL & INTERNAL","ESCI","93","0.5","Q3","0.09","100"%,
"Journal of Acute Disease","J ACUTE DIS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2221-6189","2589-5516","CRITICAL CARE MEDICINE","ESCI","392","0.5","Q4","0.09","100"%,
"M S-MEDECINE SCIENCES","M S-MED SCI","EDP SCIENCES S A","0767-0974","1958-5381","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,094","0.5","Q4","0.09","68.52"%,
"Journal of Translational Critical Care Medicine","J TRANSL CRIT CARE M","LIPPINCOTT WILLIAMS & WILKINS","2665-9190","2590-3438","CRITICAL CARE MEDICINE","ESCI","33","0.5","Q4","0.06","90.14"%,
"University of Toronto Medical Journal","UNIV TOR MED J","UNIV TORONTO, MEDICAL SOC","0833-2207","1913-5440","MEDICINE, GENERAL & INTERNAL","ESCI","49","0.5","Q3","0.04","14.29"%,
"BMJ Case Reports","BMJ CASE REP","BMJ PUBLISHING GROUP","N/A","1757-790X","MEDICINE, GENERAL & INTERNAL","ESCI","11,983","0.4","Q4","0.15","8.14"%,
"Laeknabladid","LAEKNABLADID","LAEKNAFELAG ISLANDS-ICELANDIC MEDICAL ASSOC","0023-7213","1670-4959","MEDICINE, GENERAL & INTERNAL","SCIE","199","0.4","Q4","0.14","75.58"%,
"ANNALES DE BIOLOGIE CLINIQUE","ANN BIOL CLIN-PARIS","JLE","0003-3898","1950-6112","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","592","0.4","Q4","0.13","2.27"%,
"Journal of Krishna Institute of Medical Sciences University","J KRISHNA INST MED S","KRISHNA INST MEDICAL SCIENCES UNIV","2231-4261","2231-4261","MEDICINE, GENERAL & INTERNAL","ESCI","266","0.4","Q4","0.12","0"%,
"Revista Romana de Medicina de Laborator","REV ROMANA MED LAB","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1841-6624","2284-5623","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","175","0.4","Q4","0.12","100"%,
"European Journal of Translational and Clinical Medicine","EUR J TRANSL CLIN ME","MEDICAL UNIV GDANSK","2657-3148","2657-3156","MEDICINE, GENERAL & INTERNAL","ESCI","38","0.4","Q4","0.11","100"%,
"Hippokratia","HIPPOKRATIA","LITHOGRAPHIA","1108-4189","1108-4189","MEDICINE, GENERAL & INTERNAL","SCIE","1,000","0.4","Q4","0.11","0"%,
"Journal of Clinical Practice and Research","J CLIN PRACT RES","ERCIYES UNIV SCH MEDICINE","N/A","2980-2156","MEDICINE, GENERAL & INTERNAL","ESCI","93","0.4","Q4","0.11","100"%,
"Konuralp Tip Dergisi","KONURALP TIP DERG","DUZCE UNIV, FAC MEDICINE","1309-3878","1309-3878","MEDICINE, GENERAL & INTERNAL","ESCI","210","0.4","Q4","0.11","96.64"%,
"Bahrain Medical Bulletin","BAHRAIN MED B","BAHRAIN MEDICAL BULLETIN","1012-8298","1012-8298","MEDICINE, GENERAL & INTERNAL","ESCI","266","0.4","Q4","0.1","0"%,
"Journal of Contemporary Medical Sciences","J CONTEMP MED SCI","NABA AL-HAYAT FOUNDATION MEDICAL SCIENCES & HEALTH CARE","2413-0516","2413-0516","MEDICINE, GENERAL & INTERNAL","ESCI","205","0.4","Q4","0.1","78.04"%,
"Marmara Medical Journal","MARMARA MED J","MARMARA UNIV, FAC MEDICINE","1309-9469","1309-9469","MEDICINE, GENERAL & INTERNAL","ESCI","214","0.4","Q4","0.1","94.87"%,
"Namik Kemal Medical Journal","NAMIK KEMAL MED J","GALENOS PUBL HOUSE","N/A","2587-0262","MEDICINE, GENERAL & INTERNAL","ESCI","98","0.4","Q4","0.1","98.79"%,
"REVISTA MEDICA DE CHILE","REV MED CHILE","SOC MEDICA SANTIAGO","0034-9887","0717-6163","MEDICINE, GENERAL & INTERNAL","SCIE","2,038","0.4","Q4","0.09","81.38"%,
"IIUM Medical Journal Malaysia","IIUM MED J MALAYSIA","INT ISLAMIC UNIV MALAYSIA, KULLIYYAH MEDICINE","1823-4631","2735-2285","MEDICINE, GENERAL & INTERNAL","ESCI","204","0.4","Q4","0.08","34.11"%,
"Italian Journal of Medicine","ITAL J MED","PAGEPRESS PUBL","1877-9344","1877-9352","MEDICINE, GENERAL & INTERNAL","ESCI","168","0.4","Q4","0.08","100"%,
"Cyprus Journal of Medical Sciences","CYPRUS J MED SCI","GALENOS PUBL HOUSE","2149-7893","2536-507X","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","186","0.4","Q4","0.07","100"%,
"Indian Journal of Medical Specialities","INDIAN J MED SPEC","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0976-2884","0976-2892","MEDICINE, GENERAL & INTERNAL","ESCI","275","0.4","Q4","0.07","100"%,
"Postepy Higieny I Medycyny Doswiadczalnej","POSTEP HIG MED DOSW","POLISH ACAD SCIENCES, INST IMMUNOL & EXP THERAPY","0032-5449","1732-2693","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,126","0.4","Q4","0.06","100"%,
"Current Medicine Research and Practice","CURR MED RES PRACT","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2352-0817","2352-0825","MEDICINE, GENERAL & INTERNAL","ESCI","310","0.4","Q4","0.05","100"%,
"INVESTIGACION CLINICA","INVEST CLIN","INST INVESTIGACION CLINICA","0535-5133","2477-9393","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","182","0.4","Q4","0.05","1.72"%,
"Revista Medica del Uruguay","REV MED URUG","SINDICATO MEDICO URUGUAY","0303-3295","1688-0390","MEDICINE, GENERAL & INTERNAL","ESCI","112","0.4","Q4","0.04","95.73"%,
"Haseki TIp Bulteni-Medical Bulletin of Haseki","HASEKI TIP BULTENI","GALENOS PUBL HOUSE","1302-0072","2147-2688","MEDICINE, GENERAL & INTERNAL","ESCI","150","0.3","Q4","0.1","100"%,
"Medical Journal of Indonesia","MED J INDONES","UNIV INDONESIA, FAC MEDICINE","0853-1773","2252-8083","MEDICINE, GENERAL & INTERNAL","ESCI","314","0.3","Q4","0.1","98.29"%,
"Universa Medicina","UNIVERSA MED","TRISAKTI UNIV, FAC MEDICINE","1907-3062","2407-2230","MEDICINE, GENERAL & INTERNAL","ESCI","121","0.3","Q4","0.1","58.25"%,
"Romanian Journal of Military Medicine","ROM J MIL MED","CAROL DAVILA UNIV MEDICINE & PHARMACY PUBL","1222-5126","2501-2312","MEDICINE, GENERAL & INTERNAL","ESCI","153","0.3","Q4","0.09","100"%,
"Journal of Clinical Sciences","J CLIN SCI","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2468-6859","2408-7408","MEDICINE, GENERAL & INTERNAL","ESCI","100","0.3","Q4","0.08","89.36"%,
