"Journal Data Filtered By:  Selected Categories: ENGINEERING, BIOMEDICAL;MEDICAL LABORATORY TECHNOLOGY;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;MEDICAL INFORMATICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"SEMINARS IN INTERVENTIONAL RADIOLOGY","SEMIN INTERVENT RAD","THIEME MEDICAL PUBL INC","0739-9529","1098-8963","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,159","1.2","Q4","0.34","0"%,
"ACTA RADIOLOGICA","ACTA RADIOL","SAGE PUBLICATIONS LTD","0284-1851","1600-0455","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,771","1.2","Q4","0.33","3.39"%,
"Journal of Visual Communication in Medicine","J VIS COMMUN MED","TAYLOR & FRANCIS LTD","1745-3054","1745-3062","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","242","1.2","Q4","0.33","14.58"%,
"JOURNAL OF ARTIFICIAL ORGANS","J ARTIF ORGANS","SPRINGER JAPAN KK","1434-7229","1619-0904","ENGINEERING, BIOMEDICAL","SCIE","969","1.2","Q4","0.32","28.57"%,
"Revista Espanola de Medicina Nuclear e Imagen Molecular","REV ESP MED NUCL IMA","ELSEVIER ESPANA SLU","2253-654X","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","484","1.2","Q4","0.29","6.35"%,
"World Journal of Radiology","WORLD J RADIOL","BAISHIDENG PUBLISHING GROUP INC","1949-8470","1949-8470","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,394","1.2","Q4","0.28","100"%,
"Interventional Radiology","INTERV RADIOL-HIGASH","JAPANESE SOC INTERVENTIONAL RADIOLOGY","N/A","2432-0935","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","132","1.2","Q4","0.24","98.51"%,
"NUCLEAR MEDICINE REVIEW","NUCL MED REV","VIA MEDICA","1506-9680","1644-4345","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","264","1.2","Q4","0.23","98.33"%,
"IEEE Pulse","IEEE PULSE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2154-2287","2154-2317","ENGINEERING, BIOMEDICAL","SCIE","331","1.2","Q4","0.05","0"%,
"ANNALS OF CLINICAL BIOCHEMISTRY","ANN CLIN BIOCHEM","SAGE PUBLICATIONS INC","0004-5632","1758-1001","MEDICAL LABORATORY TECHNOLOGY","SCIE","3,545","1.1","Q4","0.47","5.82"%,
"Journal of Clinical Imaging Science","J CLIN IMAG SCI","SCIENTIFIC SCHOLAR LLC","2156-7514","2156-5597","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","826","1.1","Q4","0.33","92.48"%,
"Ultrasound Quarterly","ULTRASOUND Q","LIPPINCOTT WILLIAMS & WILKINS","0894-8771","1536-0253","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","759","1.1","Q4","0.33","12.12"%,
"Current Medical Imaging","CURR MED IMAGING","BENTHAM SCIENCE PUBL LTD","1573-4056","1875-6603","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,778","1.1","Q4","0.32","79.79"%,
"Indian Journal of Radiology and Imaging","INDIAN J RADIOL IMAG","THIEME MEDICAL PUBL INC","0971-3026","1998-3808","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,589","1.1","Q4","0.29","99.06"%,
"Journal of Medical Physics","J MED PHYS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0971-6203","1998-3913","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","944","1.1","Q4","0.29","100"%,
"LABORATORY MEDICINE","LAB MED","OXFORD UNIV PRESS","0007-5027","1943-7730","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,728","1","Q4","0.44","10.48"%,
"Journal of Radiation Protection and Research","J RADIAT PROT RES","KOREAN ASSOC RADIATION PROTECTION-KARP","2508-1888","2466-2461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","221","1","Q4","0.3","100"%,
"SA Journal of Radiology","SA J RADIOL","AOSIS","1027-202X","2078-6778","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","320","1","Q4","0.24","100"%,
"World Journal of Nuclear Medicine","WORLD J NUCL MED","THIEME MEDICAL PUBL INC","1450-1147","1607-3312","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","518","1","Q4","0.23","100"%,
"Acta of Bioengineering and Biomechanics","ACTA BIOENG BIOMECH","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1509-409X","2450-6303","ENGINEERING, BIOMEDICAL","SCIE","1,003","1","Q4","0.22","93.55"%,
"Journal of Biomechanical Science and Engineering","J BIOMECH SCI ENG","JAPAN SOC MECHANICAL ENGINEERS","N/A","1880-9863","ENGINEERING, BIOMEDICAL","ESCI","242","1","Q4","0.22","100"%,
"BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS","BIOMED ENG-APP BAS C","WORLD SCIENTIFIC PUBL CO PTE LTD","1016-2372","1793-7132","ENGINEERING, BIOMEDICAL","ESCI","402","1","Q4","0.15","1.07"%,
"ANNALS OF CLINICAL AND LABORATORY SCIENCE","ANN CLIN LAB SCI","ASSOC CLINICAL SCIENTISTS","0091-7370","1550-8080","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,960","0.9","Q4","0.45","0"%,
"DIAGNOSTIC CYTOPATHOLOGY","DIAGN CYTOPATHOL","WILEY","8755-1039","1097-0339","MEDICAL LABORATORY TECHNOLOGY","SCIE","2,918","0.9","Q4","0.41","22.12"%,
"Acta Radiologica Open","ACTA RADIOL OPEN","SAGE PUBLICATIONS LTD","N/A","2058-4601","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","534","0.9","Q4","0.3","100"%,
"Forensic Imaging","FOREN IMAG","ELSEVIER","2666-2264","2666-2256","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","251","0.9","Q4","0.3","35.09"%,
"Molecular Imaging and Radionuclide Therapy","MOL IMAGING RADIONUC","GALENOS PUBL HOUSE","2146-1414","2147-1959","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","339","0.9","Q4","0.26","100"%,
"Egyptian Journal of Radiology and Nuclear Medicine","EGYPT J RADIOL NUC M","SPRINGER","N/A","2090-4762","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,531","0.9","Q4","0.22","100"%,
"Chinese Journal of Academic Radiology","CHINESE J ACAD RADIO","SPRINGERNATURE","2520-8985","2520-8993","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","109","0.9","Q4","0.19","11.7"%,
"International Journal of Biomedical Engineering and Technology","INT J BIOMED ENG TEC","INDERSCIENCE ENTERPRISES LTD","1752-6418","1752-6426","ENGINEERING, BIOMEDICAL","ESCI","394","0.9","Q4","0.15","0"%,
"ISOKINETICS AND EXERCISE SCIENCE","ISOKINET EXERC SCI","SAGE PUBLICATIONS INC","0959-3020","1878-5913","ENGINEERING, BIOMEDICAL","SCIE","719","0.8","Q4","0.27","3.33"%,
"Polish Journal of Medical Physics and Engineering","POL J MED PHYS ENG","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1898-0309","1898-0309","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","218","0.8","Q4","0.24","100"%,
"RADIATION PROTECTION DOSIMETRY","RADIAT PROT DOSIM","OXFORD UNIV PRESS","0144-8420","1742-3406","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,239","0.8","Q4","0.24","10.74"%,
"Hellenic Journal of Nuclear Medicine","HELL J NUCL MED","HELLENIC SOC NUCLEAR MEDICINE","1108-1430","1790-5427","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","443","0.8","Q4","0.23","0"%,
"WFUMB Ultrasound Open","WFUMB ULTRASOUND OP","ELSEVIER","N/A","2949-6683","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","54","0.8","Q4","0.22","100"%,
"Journal of Medical Devices-Transactions of the ASME","J MED DEVICES","ASME","1932-6181","1932-619X","ENGINEERING, BIOMEDICAL","SCIE","779","0.8","Q4","0.15","4.11"%,
"Journal of Cytology","J CYTOL","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0970-9371","0974-5165","MEDICAL LABORATORY TECHNOLOGY","SCIE","590","0.7","Q4","0.32","100"%,
"Clinical Laboratory","CLIN LAB","CLIN LAB PUBL","1433-6510","1433-6510","MEDICAL LABORATORY TECHNOLOGY","SCIE","2,732","0.7","Q4","0.24","0"%,
"Ultrasound","ULTRASOUND","SAGE PUBLICATIONS LTD","1742-271X","1743-1344","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","588","0.7","Q4","0.23","13.33"%,
"Journal of the Korean Society of Radiology","J KOREAN SOC RADIOL","KOREAN SOCIETY OF RADIOLOGY","N/A","2951-0805","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","523","0.7","Q4","0.16","99.12"%,
"Radiologie","RADIOLOGIE","SPRINGER HEIDELBERG","2731-7048","2731-7056","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","749","0.7","Q4","0.15","15.71"%,
"Journal of Radiotherapy in Practice","J RADIOTHER PRACT","CAMBRIDGE UNIV PRESS","1460-3969","1467-1131","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","365","0.7","Q4","0.13","69.49"%,
"Advanced Biomedical Engineering","ADV BIOMED ENG","JAPANESE SOC MEDICAL & BIOLOGICAL ENGINEERING","2187-5219","2187-5219","ENGINEERING, BIOMEDICAL","ESCI","198","0.7","Q4","0.12","100"%,
"Current Cardiovascular Imaging Reports","CURR CARDIOVASC IMAG","SPRINGER","1941-9066","1941-9074","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","239","0.6","Q4","0.17","45.95"%,
"Investigative Magnetic Resonance Imaging","INVEST MAGN RESON IM","Korean Soc Magnetic Resonance Medicine","N/A","2384-1109","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","210","0.6","Q4","0.17","100"%,
"Journal of Mechanics in Medicine and Biology","J MECH MED BIOL","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-5194","1793-6810","ENGINEERING, BIOMEDICAL","SCIE","1,302","0.6","Q4","0.15","35.48"%,
"BJR Case Reports","BJR CASE REP","OXFORD UNIV PRESS","2055-7159","2055-7159","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","458","0.6","Q4","0.14","96.11"%,
"International Journal of Radiation Research","INT J RADIAT RES","IJRR-IRANIAN JOURNAL RADIATION RES","2322-3243","2322-3243","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","690","0.6","Q4","0.14","41.82"%,
"Radiologic Technology","RADIOL TECHNOL","AMER SOC RADIOLOGIC TECHNOLOGISTS","0033-8397","1943-5657","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","546","0.6","Q4","0.13","0"%,
"Journal of Biomimetics Biomaterials and Biomedical Engineering","J BIOMIM BIOMATER BI","TRANS TECH PUBLICATIONS LTD","2296-9837","2296-9845","ENGINEERING, BIOMEDICAL","ESCI","241","0.6","Q4","0.1","100"%,
"Applied Radiology","APPL RADIOL","ANDERSON PUBLISHING, INC","0160-9963","1879-2898","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","160","0.6","Q4","0.06","0"%,
"International Journal of Healthcare Information Systems and Informatics","INT J HEALTHC INF SY","IGI GLOBAL","1555-3396","1555-340X","MEDICAL INFORMATICS","ESCI","168","0.5","Q4","0.1","100"%,
"Journal of Hard Tissue Biology","J HARD TISSUE BIOL","JOURNAL HARD TISSUE BIOLOGY","1341-7649","1341-7649","ENGINEERING, BIOMEDICAL","SCIE","231","0.5","Q4","0.09","17.2"%,
"ANNALES DE BIOLOGIE CLINIQUE","ANN BIOL CLIN-PARIS","JLE","0003-3898","1950-6112","MEDICAL LABORATORY TECHNOLOGY","SCIE","592","0.4","Q4","0.13","2.27"%,
"Sonography","SONOGRAPHY-AUST","WILEY","2202-8323","2054-6750","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","149","0.4","Q4","0.13","24.14"%,
"Indian Journal of Nuclear Medicine","INDIAN J NUCL MED","SCIENTIFIC SCHOLAR PRIVATE LTD","0972-3919","0974-0244","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","523","0.4","Q4","0.1","83.53"%,
"JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY","J DIAGN MED SONOG","SAGE PUBLICATIONS INC","8756-4793","1552-5430","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","572","0.4","Q4","0.1","8.94"%,
"CONCEPTS IN MAGNETIC RESONANCE PART A","CONCEPT MAGN RESON A","WILEY","1546-6086","1552-5023","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","472","0.4","Q4","0.08","100"%,
"Iranian Journal of Nuclear Medicine","IRAN J NUCL MED","TEHRAN UNIV MEDICAL SCIENCES PUBL","1681-2824","2008-2509","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","74","0.3","Q4","0.09","0"%,
"BIOMEDICAL ENGINEERING","BIOMED ENG-MEDIT TEK","SPRINGER","0006-3398","1573-8256","ENGINEERING, BIOMEDICAL","ESCI","233","0.3","Q4","0.05","0"%,
"Hong Kong Journal of Radiology","HONG KONG J RADIOL","HONG KONG ACAD MEDICINE PRESS","2223-6619","2307-4620","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","98","0.3","Q4","0.05","98.44"%,
"Iranian Journal of Radiology","IRAN J RADIOL","BRIEFLANDS","1735-1065","2008-2711","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","394","0.1","Q4","0.07","79.75"%,
"ACTA BIOQUIMICA CLINICA LATINOAMERICANA","ACTA BIOQUIM CLIN L","FEDERACION BIOQUIMICA PROVINCIA BUENOS AIRES","0325-2957","1851-6114","MEDICAL LABORATORY TECHNOLOGY","SCIE","79","<0.1","Q4","0.02","0"%,
"Imagen Diagnostica","IMAGEN DIAGN","ASOC CATALANA TECNICOS ESPECIALISTAS & DIAGNOSTICO IMAGEN-ACTEDI","2171-3669","2171-9705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","6","<0.1","Q4","0.02","0"%,
"Imagerie de la Femme","IMAG FEMME","ELSEVIER MASSON, CORP OFF","1776-9817","2214-8485","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","22","<0.1","Q4","0.02","12.64"%,
"Contemporary Diagnostic Radiology","CONTEMP DIAGN RADIOL","LIPPINCOTT WILLIAMS & WILKINS","0149-9009","1938-1395","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","22","<0.1","Q4","0.01","0"%,
"International Journal of E-Health and Medical Communications","INT J E-HEALTH MED C","IGI GLOBAL","1947-315X","1947-3168","MEDICAL INFORMATICS","ESCI","340","N/A","N/A","1.2","100"%,
"Research in Biomedical Engineering and Technology","RES BIOMED ENG TECH","TAYLOR & FRANCIS LTD","N/A","2996-0355","ENGINEERING, BIOMEDICAL","ESCI","0","N/A","N/A","N/A","0"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
