"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY;NEUROIMAGING;NEUROSCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Neurosciences","NEUROSCIENCES","RIYADH ARMED FORCES HOSPITAL","1319-6138","1658-3183","CLINICAL NEUROLOGY","SCIE","1,106","2.3","Q3","0.42","96.43"%,
"Journal of Neurosurgery-Pediatrics","J NEUROSURG-PEDIATR","AMER ASSOC NEUROLOGICAL SURGEONS","1933-0707","1933-0715","CLINICAL NEUROLOGY","SCIE","5,978","2.2","Q3","0.92","0.22"%,
"APHASIOLOGY","APHASIOLOGY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0268-7038","1464-5041","CLINICAL NEUROLOGY","SCIE","4,624","2.2","Q3","0.85","22.94"%,
"VISION RESEARCH","VISION RES","PERGAMON-ELSEVIER SCIENCE LTD","0042-6989","1878-5646","NEUROSCIENCES","SCIE","15,054","2.2","Q3","0.7","48.97"%,
"SEMINARS IN NEUROLOGY","SEMIN NEUROL","THIEME MEDICAL PUBL INC","0271-8235","1098-9021","CLINICAL NEUROLOGY","SCIE","3,365","2.2","Q3","0.66","0.9"%,
"Parkinsons Disease","PARKINSONS DIS-US","WILEY","2090-8083","2042-0080","CLINICAL NEUROLOGY","SCIE","2,468","2.2","Q3","0.63","100"%,
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","SPRINGER JAPAN KK","1433-7398","1861-387X","CLINICAL NEUROLOGY","SCIE","725","2.2","Q3","0.56","32.26"%,
"NEUROSCIENCE LETTERS","NEUROSCI LETT","ELSEVIER IRELAND LTD","0304-3940","1872-7972","NEUROSCIENCES","SCIE","30,002","2.2","Q3","0.55","17.93"%,
"SLEEP Advances","SLEEP ADV","OXFORD UNIV PRESS","N/A","2632-5012","CLINICAL NEUROLOGY","ESCI","593","2.2","Q3","0.47","100"%,
"SLEEP Advances","SLEEP ADV","OXFORD UNIV PRESS","N/A","2632-5012","NEUROSCIENCES","ESCI","593","2.2","Q3","0.47","100"%,
"Translational Neuroscience","TRANSL NEUROSCI","DE GRUYTER POLAND SP Z O O","2081-3856","2081-6936","NEUROSCIENCES","SCIE","997","2.2","Q3","0.46","100"%,
"Neuroglia","NEUROGLIA-BASEL","MDPI","N/A","2571-6980","NEUROSCIENCES","ESCI","174","2.2","Q3","0.31","100"%,
"STEREOTACTIC AND FUNCTIONAL NEUROSURGERY","STEREOT FUNCT NEUROS","KARGER","1011-6125","1423-0372","NEUROIMAGING","SCIE","1,859","2.1","Q4","0.7","17.01"%,
"STEREOTACTIC AND FUNCTIONAL NEUROSURGERY","STEREOT FUNCT NEUROS","KARGER","1011-6125","1423-0372","NEUROSCIENCES","SCIE","1,859","2.1","Q3","0.7","17.01"%,
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","ACADEMIC PRESS INC ELSEVIER SCIENCE","1074-7427","1095-9564","NEUROSCIENCES","SCIE","6,415","2.1","Q3","0.68","38.28"%,
"JOURNAL OF NEURO-OPHTHALMOLOGY","J NEURO-OPHTHALMOL","LIPPINCOTT WILLIAMS & WILKINS","1070-8022","1536-5166","CLINICAL NEUROLOGY","SCIE","2,625","2.1","Q3","0.65","9.13"%,
"BRAIN AND COGNITION","BRAIN COGNITION","ACADEMIC PRESS INC ELSEVIER SCIENCE","0278-2626","1090-2147","NEUROSCIENCES","SCIE","6,548","2.1","Q3","0.59","36.73"%,
"DEVELOPMENTAL NEUROSCIENCE","DEV NEUROSCI-BASEL","KARGER","0378-5866","1421-9859","NEUROSCIENCES","SCIE","2,133","2.1","Q3","0.57","98.45"%,
"CLINICAL EEG AND NEUROSCIENCE","CLIN EEG NEUROSCI","SAGE PUBLICATIONS INC","1550-0594","2169-5202","CLINICAL NEUROLOGY","SCIE","1,722","2.1","Q3","0.55","10.96"%,
"CLINICAL EEG AND NEUROSCIENCE","CLIN EEG NEUROSCI","SAGE PUBLICATIONS INC","1550-0594","2169-5202","NEUROIMAGING","SCIE","1,722","2.1","Q4","0.55","10.96"%,
"CLINICAL EEG AND NEUROSCIENCE","CLIN EEG NEUROSCI","SAGE PUBLICATIONS INC","1550-0594","2169-5202","NEUROSCIENCES","SCIE","1,722","2.1","Q3","0.55","10.96"%,
"NEUROREPORT","NEUROREPORT","LIPPINCOTT WILLIAMS & WILKINS","0959-4965","1473-558X","NEUROSCIENCES","SCIE","9,755","2.1","Q3","0.54","19.84"%,
"Journal of Stroke & Cerebrovascular Diseases","J STROKE CEREBROVASC","ELSEVIER","1052-3057","1532-8511","NEUROSCIENCES","SCIE","12,479","2.1","Q3","0.5","36.34"%,
"EXPERIMENTAL BRAIN RESEARCH","EXP BRAIN RES","SPRINGER","0014-4819","1432-1106","NEUROSCIENCES","SCIE","19,133","2.1","Q3","0.48","35.76"%,
"Personalized Medicine in Psychiatry","PERS MED PSYCHIAT","ELSEVIER","2468-1717","2468-1725","NEUROSCIENCES","ESCI","171","2.1","Q3","0.46","25.37"%,
"ACTAS ESPANOLAS DE PSIQUIATRIA","ACTAS ESP PSIQUIATRI","JUAN JOSE LOPEZ-IBOR FOUNDATION","1139-9287","1578-2735","NEUROSCIENCES","SCIE","924","2.1","Q3","0.44","51.03"%,
"NEURAL COMPUTATION","NEURAL COMPUT","MIT PRESS","0899-7667","1530-888X","NEUROSCIENCES","SCIE","23,536","2.1","Q3","0.43","13.74"%,
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","J CLIN EXP NEUROPSYC","TAYLOR & FRANCIS INC","1380-3395","1744-411X","CLINICAL NEUROLOGY","SCIE","5,264","2","Q3","0.77","13.03"%,
"PEDIATRIC NEUROLOGY","PEDIATR NEUROL","ELSEVIER SCIENCE INC","0887-8994","1873-5150","CLINICAL NEUROLOGY","SCIE","7,323","2","Q3","0.75","12.75"%,
"World Neurosurgery","WORLD NEUROSURG","ELSEVIER SCIENCE INC","1878-8750","1878-8769","CLINICAL NEUROLOGY","SCIE","33,372","2","Q3","0.72","34.81"%,
"NEUROREHABILITATION","NEUROREHABILITATION","SAGE PUBLICATIONS INC","1053-8135","1878-6448","CLINICAL NEUROLOGY","SCIE","4,111","2","Q3","0.64","6.85"%,
"Multiple Sclerosis Journal-Experimental Translational and Clinical","MULT SCLER J-EXP TRA","SAGE PUBLICATIONS INC","N/A","2055-2173","CLINICAL NEUROLOGY","ESCI","1,042","2","Q3","0.62","100"%,
"Behavioral Sleep Medicine","BEHAV SLEEP MED","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1540-2002","1540-2010","CLINICAL NEUROLOGY","SCIE","2,684","2","Q3","0.57","12.42"%,
"Developmental Neurobiology","DEV NEUROBIOL","WILEY","1932-8451","1932-846X","NEUROSCIENCES","SCIE","2,591","2","Q4","0.57","35.63"%,
"Brain Hemorrhages","BRAIN HEMORRHAGES","KEAI PUBLISHING LTD","N/A","2589-238X","CLINICAL NEUROLOGY","ESCI","360","2","Q3","0.55","95.76"%,
"Social Neuroscience","SOC NEUROSCI-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1747-0919","1747-0927","NEUROSCIENCES","SCIE","2,174","2","Q4","0.52","13.64"%,
"EUROPEAN NEUROLOGY","EUR NEUROL","KARGER","0014-3022","1421-9913","CLINICAL NEUROLOGY","SCIE","3,124","2","Q3","0.49","17.2"%,
"EUROPEAN NEUROLOGY","EUR NEUROL","KARGER","0014-3022","1421-9913","NEUROSCIENCES","SCIE","3,124","2","Q4","0.49","17.2"%,
"HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL","HUM PSYCHOPHARM CLIN","WILEY","0885-6222","1099-1077","CLINICAL NEUROLOGY","SCIE","1,724","2","Q3","0.49","53.13"%,
"JOURNAL OF NEUROVIROLOGY","J NEUROVIROL","SPRINGER","1355-0284","1538-2443","NEUROSCIENCES","SCIE","2,681","2","Q4","0.48","31.14"%,
"ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","SPRINGER HEIDELBERG","0300-9009","2240-2993","CLINICAL NEUROLOGY","SCIE","3,070","2","Q3","0.43","13.72"%,
"ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","SPRINGER HEIDELBERG","0300-9009","2240-2993","NEUROSCIENCES","SCIE","3,070","2","Q4","0.43","13.72"%,
"Sleep and Biological Rhythms","SLEEP BIOL RHYTHMS","SPRINGER JAPAN KK","1446-9235","1479-8425","CLINICAL NEUROLOGY","SCIE","1,283","2","Q3","0.42","17.48"%,
"Sleep and Biological Rhythms","SLEEP BIOL RHYTHMS","SPRINGER JAPAN KK","1446-9235","1479-8425","NEUROSCIENCES","SCIE","1,283","2","Q4","0.42","17.48"%,
"BIOLOGICAL CYBERNETICS","BIOL CYBERN","SPRINGER","0340-1200","1432-0770","NEUROSCIENCES","SCIE","4,236","2","Q4","0.38","54.29"%,
"Clinical and Translational Neuroscience","CLIN TRANSL NEUROSCI","MDPI","N/A","2514-183X","CLINICAL NEUROLOGY","ESCI","252","2","Q3","0.35","100"%,
"Clinical and Translational Neuroscience","CLIN TRANSL NEUROSCI","MDPI","N/A","2514-183X","NEUROSCIENCES","ESCI","252","2","Q4","0.35","100"%,
"Frontiers in Sleep","FRONT SLEEP","FRONTIERS MEDIA SA","N/A","2813-2890","CLINICAL NEUROLOGY","ESCI","289","2","Q3","0.34","100"%,
"Frontiers in Sleep","FRONT SLEEP","FRONTIERS MEDIA SA","N/A","2813-2890","NEUROSCIENCES","ESCI","289","2","Q4","0.34","100"%,
"Korean Journal of Neurotrauma","KOREAN J NEUROTRAUMA","Korean Neurotraumatology Soc","2234-8999","2288-2243","CLINICAL NEUROLOGY","ESCI","505","1.9","Q3","0.99","100"%,
"ACTA NEUROCHIRURGICA","ACTA NEUROCHIR","SPRINGER WIEN","0001-6268","0942-0940","CLINICAL NEUROLOGY","SCIE","12,146","1.9","Q3","0.7","53.9"%,
"CLINICAL NEUROLOGY AND NEUROSURGERY","CLIN NEUROL NEUROSUR","ELSEVIER","0303-8467","1872-6968","CLINICAL NEUROLOGY","SCIE","10,148","1.9","Q3","0.64","16.68"%,
"HUMAN MOVEMENT SCIENCE","HUM MOVEMENT SCI","ELSEVIER","0167-9457","1872-7646","NEUROSCIENCES","SCIE","6,681","1.9","Q4","0.64","35.46"%,
"Journal of Korean Neurosurgical Society","J KOREAN NEUROSURG S","KOREAN NEUROSURGICAL SOC","2005-3711","1598-7876","CLINICAL NEUROLOGY","SCIE","2,860","1.9","Q3","0.62","100"%,
"BEHAVIORAL NEUROSCIENCE","BEHAV NEUROSCI","AMER PSYCHOLOGICAL ASSOC","0735-7044","1939-0084","NEUROSCIENCES","SCIE","4,411","1.9","Q4","0.61","52.17"%,
"Clinical Spine Surgery","CLIN SPINE SURG","LIPPINCOTT WILLIAMS & WILKINS","2380-0186","2380-0194","CLINICAL NEUROLOGY","SCIE","3,124","1.9","Q3","0.61","6.92"%,
"JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS","J MUSCULOSKEL NEURON","JMNI","1108-7161","N/A","NEUROSCIENCES","SCIE","2,180","1.9","Q4","0.56","35.14"%,
"INTERVENTIONAL NEURORADIOLOGY","INTERV NEURORADIOL","SAGE PUBLICATIONS INC","1591-0199","2385-2011","CLINICAL NEUROLOGY","SCIE","3,645","1.9","Q3","0.53","13.78"%,
"NEUROLOGICAL RESEARCH","NEUROL RES","TAYLOR & FRANCIS LTD","0161-6412","1743-1328","CLINICAL NEUROLOGY","SCIE","4,507","1.9","Q3","0.52","2.85"%,
"NEUROLOGICAL RESEARCH","NEUROL RES","TAYLOR & FRANCIS LTD","0161-6412","1743-1328","NEUROSCIENCES","SCIE","4,507","1.9","Q4","0.52","2.85"%,
"Epilepsy & Behavior Reports","EPILEPSY BEHAV REP","ELSEVIER SCIENCE INC","N/A","2589-9864","CLINICAL NEUROLOGY","ESCI","739","1.9","Q3","0.51","100"%,
"Tremor and Other Hyperkinetic Movements","TREMOR OTHER HYPERK","UBIQUITY PRESS LTD","2160-8288","2160-8288","CLINICAL NEUROLOGY","ESCI","1,323","1.9","Q3","0.51","100"%,
"NeuroSci","NEUROSCI-BASEL","MDPI","N/A","2673-4087","CLINICAL NEUROLOGY","ESCI","469","1.9","Q3","0.5","100"%,
"NeuroSci","NEUROSCI-BASEL","MDPI","N/A","2673-4087","NEUROSCIENCES","ESCI","469","1.9","Q4","0.5","100"%,
"JOURNAL OF CLINICAL NEUROSCIENCE","J CLIN NEUROSCI","ELSEVIER SCI LTD","0967-5868","1532-2653","CLINICAL NEUROLOGY","SCIE","12,359","1.9","Q3","0.49","10.31"%,
"JOURNAL OF CLINICAL NEUROSCIENCE","J CLIN NEUROSCI","ELSEVIER SCI LTD","0967-5868","1532-2653","NEUROSCIENCES","SCIE","12,359","1.9","Q4","0.49","10.31"%,
"CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES","CAN J NEUROL SCI","CAMBRIDGE UNIV PRESS","0317-1671","2057-0155","CLINICAL NEUROLOGY","SCIE","4,050","1.9","Q3","0.45","62.46"%,
"Neuropsychopharmacology Reports","NEUROPSYCHOPHARM REP","WILEY","N/A","2574-173X","NEUROSCIENCES","ESCI","1,033","1.9","Q4","0.44","100"%,
"ARQUIVOS DE NEURO-PSIQUIATRIA","ARQ NEURO-PSIQUIAT","ASSOC ARQUIVOS NEURO- PSIQUIATRIA","0004-282X","1678-4227","NEUROSCIENCES","SCIE","3,994","1.9","Q4","0.41","92.67"%,
"ACTA NEUROBIOLOGIAE EXPERIMENTALIS","ACTA NEUROBIOL EXP","NENCKI INST EXPERIMENTAL BIOLOGY","0065-1400","1689-0035","NEUROSCIENCES","SCIE","1,250","1.9","Q4","0.4","93.26"%,
"SPINAL CORD","SPINAL CORD","SPRINGERNATURE","1362-4393","1476-5624","CLINICAL NEUROLOGY","SCIE","7,040","1.8","Q3","0.76","31.56"%,
"CHILD NEUROPSYCHOLOGY","CHILD NEUROPSYCHOL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0929-7049","1744-4136","CLINICAL NEUROLOGY","SCIE","2,864","1.8","Q3","0.55","16.37"%,
"NEUROPSYCHOLOGICAL REHABILITATION","NEUROPSYCHOL REHABIL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0960-2011","1464-0694","NEUROSCIENCES","SCIE","3,241","1.8","Q4","0.53","31.16"%,
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","J CLIN NEUROPHYSIOL","LIPPINCOTT WILLIAMS & WILKINS","0736-0258","1537-1603","CLINICAL NEUROLOGY","SCIE","4,014","1.8","Q3","0.49","6.59"%,
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","J CLIN NEUROPHYSIOL","LIPPINCOTT WILLIAMS & WILKINS","0736-0258","1537-1603","NEUROSCIENCES","SCIE","4,014","1.8","Q4","0.49","6.59"%,
"CEREBROVASCULAR DISEASES","CEREBROVASC DIS","KARGER","1015-9770","1421-9786","CLINICAL NEUROLOGY","SCIE","5,429","1.8","Q3","0.47","15.26"%,
"Neurointervention","NEUROINTERVENTION","Korean Soc Interventional Neuroradiology - KSIN","2093-9043","2233-6273","CLINICAL NEUROLOGY","ESCI","391","1.8","Q3","0.41","100"%,
"RESTORATIVE NEUROLOGY AND NEUROSCIENCE","RESTOR NEUROL NEUROS","SAGE PUBLICATIONS INC","0922-6028","1878-3627","NEUROSCIENCES","SCIE","1,975","1.8","Q4","0.37","12.82"%,
"Annals of Indian Academy of Neurology","ANN INDIAN ACAD NEUR","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0972-2327","1998-3549","CLINICAL NEUROLOGY","SCIE","2,514","1.8","Q3","0.34","99.68"%,
"OTOLOGY & NEUROTOLOGY","OTOL NEUROTOL","LIPPINCOTT WILLIAMS & WILKINS","1531-7129","1537-4505","CLINICAL NEUROLOGY","SCIE","11,287","1.7","Q3","0.8","10.47"%,
"LEARNING & MEMORY","LEARN MEMORY","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1072-0502","1549-5485","NEUROSCIENCES","SCIE","4,298","1.7","Q4","0.6","96.46"%,
"Spine Deformity","SPINE DEFORM","SPRINGER","2212-134X","2212-1358","CLINICAL NEUROLOGY","ESCI","3,165","1.7","Q3","0.6","23.31"%,
"Chinese Neurosurgical Journal","CHIN NEUROSURG J","SPRINGERNATURE","N/A","2057-4967","CLINICAL NEUROLOGY","ESCI","478","1.7","Q3","0.59","98.95"%,
"BRAIN & DEVELOPMENT","BRAIN DEV-JPN","ELSEVIER","0387-7604","1872-7131","CLINICAL NEUROLOGY","SCIE","4,283","1.7","Q3","0.56","16.92"%,
"Neurotrauma Reports","NEUROTRAUMA REP","SAGE PUBLICATIONS INC","N/A","2689-288X","CLINICAL NEUROLOGY","ESCI","673","1.7","Q3","0.49","98.89"%,
"Neurotrauma Reports","NEUROTRAUMA REP","SAGE PUBLICATIONS INC","N/A","2689-288X","NEUROSCIENCES","ESCI","673","1.7","Q4","0.49","98.89"%,
"INTERNATIONAL JOURNAL OF NEUROSCIENCE","INT J NEUROSCI","TAYLOR & FRANCIS LTD","0020-7454","1563-5279","NEUROSCIENCES","SCIE","5,111","1.7","Q4","0.48","3.77"%,
"CURRENT NEUROVASCULAR RESEARCH","CURR NEUROVASC RES","BENTHAM SCIENCE PUBL LTD","1567-2026","1875-5739","CLINICAL NEUROLOGY","SCIE","1,331","1.7","Q3","0.44","8.11"%,
"CURRENT NEUROVASCULAR RESEARCH","CURR NEUROVASC RES","BENTHAM SCIENCE PUBL LTD","1567-2026","1875-5739","NEUROSCIENCES","SCIE","1,331","1.7","Q4","0.44","8.11"%,
"Pain Management","PAIN MANAG","TAYLOR & FRANCIS LTD","1758-1869","1758-1877","CLINICAL NEUROLOGY","ESCI","1,555","1.7","Q3","0.4","9.64"%,
"NEUROLOGIA MEDICO-CHIRURGICA","NEUROL MED-CHIR","JAPAN NEUROSURGICAL SOC","0470-8105","1349-8029","CLINICAL NEUROLOGY","SCIE","3,639","1.6","Q4","0.84","100"%,
"Operative Neurosurgery","OPER NEUROSURG","LIPPINCOTT WILLIAMS & WILKINS","2332-4252","2332-4260","CLINICAL NEUROLOGY","SCIE","3,577","1.6","Q4","0.63","7.59"%,
"JOURNAL OF CHILD NEUROLOGY","J CHILD NEUROL","SAGE PUBLICATIONS INC","0883-0738","1708-8283","CLINICAL NEUROLOGY","SCIE","5,841","1.6","Q4","0.6","15.93"%,
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","ALZ DIS ASSOC DIS","LIPPINCOTT WILLIAMS & WILKINS","0893-0341","1546-4156","CLINICAL NEUROLOGY","SCIE","4,117","1.6","Q4","0.53","14.53"%,
"Sleep Science","SLEEP SCI","THIEME MEDICAL PUBL INC","1984-0659","1984-0063","CLINICAL NEUROLOGY","ESCI","1,675","1.6","Q4","0.49","100"%,
"Applied Neuropsychology-Adult","APPL NEUROPSYCH-ADUL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2327-9095","2327-9109","CLINICAL NEUROLOGY","SCIE","2,369","1.6","Q4","0.48","9.28"%,
"FOLIA NEUROPATHOLOGICA","FOLIA NEUROPATHOL","TERMEDIA PUBLISHING HOUSE LTD","1641-4640","1509-572X","NEUROSCIENCES","SCIE","1,054","1.6","Q4","0.47","100"%,
"Scandinavian Journal of Pain","SCAND J PAIN","WALTER DE GRUYTER GMBH","1877-8860","1877-8879","CLINICAL NEUROLOGY","ESCI","2,009","1.6","Q4","0.47","83.12"%,
"MOTOR CONTROL","MOTOR CONTROL","HUMAN KINETICS PUBL INC","1087-1640","1543-2696","NEUROSCIENCES","SCIE","956","1.6","Q4","0.46","1.09"%,
"NEUROGENETICS","NEUROGENETICS","SPRINGER","1364-6745","1364-6753","CLINICAL NEUROLOGY","SCIE","1,297","1.6","Q4","0.43","17.42"%,
"NETWORK-COMPUTATION IN NEURAL SYSTEMS","NETWORK-COMP NEURAL","TAYLOR & FRANCIS INC","0954-898X","1361-6536","NEUROSCIENCES","SCIE","831","1.6","Q4","0.38","2.58"%,
"Current Behavioral Neuroscience Reports","CURR BEHAV NEUROSCI","SPRINGERNATURE","N/A","2196-2979","NEUROSCIENCES","ESCI","651","1.6","Q4","0.24","10.17"%,
"Muscles","MUSCLES-BASEL","MDPI","N/A","2813-0413","NEUROSCIENCES","ESCI","142","1.6","Q4","0.24","100"%,
"Dystonia","DYSTONIA","FRONTIERS MEDIA SA","N/A","2813-2106","NEUROSCIENCES","ESCI","104","1.6","Q4","0.22","100"%,
"BRAIN INJURY","BRAIN INJURY","TAYLOR & FRANCIS LTD","0269-9052","1362-301X","NEUROSCIENCES","SCIE","6,376","1.5","Q4","0.63","10.77"%,
"Cognitive and Behavioral Neurology","COGN BEHAV NEUROL","LIPPINCOTT WILLIAMS & WILKINS","1543-3633","1543-3641","CLINICAL NEUROLOGY","SCIE","843","1.5","Q4","0.51","8.06"%,
"Brain Impairment","BRAIN IMPAIR","CSIRO PUBLISHING","1443-9646","1839-5252","CLINICAL NEUROLOGY","SCIE","646","1.5","Q4","0.5","63.3"%,
"Brain Impairment","BRAIN IMPAIR","CSIRO PUBLISHING","1443-9646","1839-5252","NEUROSCIENCES","SCIE","646","1.5","Q4","0.5","63.3"%,
"JOURNAL OF NEUROLINGUISTICS","J NEUROLINGUIST","PERGAMON-ELSEVIER SCIENCE LTD","0911-6044","1873-8052","NEUROSCIENCES","SCIE","1,664","1.5","Q4","0.47","29.17"%,
"Dementia and Geriatric Cognitive Disorders Extra","DEMENT GER COGN D EX","KARGER","N/A","1664-5464","CLINICAL NEUROLOGY","ESCI","995","1.5","Q4","0.45","100"%,
"Neurochirurgie","NEUROCHIRURGIE","MASSON EDITEUR","0028-3770","1773-0619","CLINICAL NEUROLOGY","SCIE","1,558","1.5","Q4","0.45","15.58"%,
"NEUROIMAGING CLINICS OF NORTH AMERICA","NEUROIMAG CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","1052-5149","1557-9867","NEUROIMAGING","SCIE","1,663","1.5","Q4","0.45","3.88"%,
"NEUROIMAGING CLINICS OF NORTH AMERICA","NEUROIMAG CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","1052-5149","1557-9867","NEUROSCIENCES","SCIE","1,663","1.5","Q4","0.45","3.88"%,
"JOURNAL OF NERVOUS AND MENTAL DISEASE","J NERV MENT DIS","LIPPINCOTT WILLIAMS & WILKINS","0022-3018","1539-736X","CLINICAL NEUROLOGY","SCIE","8,418","1.5","Q4","0.42","5.65"%,
"SOMATOSENSORY AND MOTOR RESEARCH","SOMATOSENS MOT RES","TAYLOR & FRANCIS LTD","0899-0220","1369-1651","NEUROSCIENCES","SCIE","1,058","1.5","Q4","0.32","1.67"%,
"Audiology and Neurotology","AUDIOL NEUROTOL","KARGER","1420-3030","1421-9700","NEUROSCIENCES","SCIE","2,246","1.4","Q4","0.58","22.29"%,
"Applied Neuropsychology-Child","APPL NEUROPSYCH-CHIL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2162-2965","2162-2973","CLINICAL NEUROLOGY","SCIE","1,109","1.4","Q4","0.5","4.78"%,
"BEHAVIOURAL PHARMACOLOGY","BEHAV PHARMACOL","LIPPINCOTT WILLIAMS & WILKINS","0955-8810","1473-5849","NEUROSCIENCES","SCIE","2,344","1.4","Q4","0.47","3.36"%,
"INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE","INT J DEV NEUROSCI","WILEY","0736-5748","1873-474X","NEUROSCIENCES","SCIE","2,848","1.4","Q4","0.41","11.61"%,
"JOURNAL OF COMPUTATIONAL NEUROSCIENCE","J COMPUT NEUROSCI","SPRINGER","0929-5313","1573-6873","NEUROSCIENCES","SCIE","1,737","1.4","Q4","0.37","42.42"%,
"Frontiers in Language Sciences","FRONT LANG SCI","FRONTIERS MEDIA SA","N/A","2813-4605","NEUROSCIENCES","ESCI","135","1.4","Q4","0.35","100"%,
"PSYCHIATRIC GENETICS","PSYCHIAT GENET","LIPPINCOTT WILLIAMS & WILKINS","0955-8829","1473-5873","NEUROSCIENCES","SCIE","716","1.4","Q4","0.35","17.14"%,
"JOURNAL OF MOTOR BEHAVIOR","J MOTOR BEHAV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0022-2895","1940-1027","NEUROSCIENCES","SCIE","2,842","1.3","Q4","0.54","7.19"%,
"Neural Development","NEURAL DEV","BMC","N/A","1749-8104","NEUROSCIENCES","SCIE","880","1.3","Q4","0.54","100"%,
"Developmental Neurorehabilitation","DEV NEUROREHABIL","TAYLOR & FRANCIS INC","1751-8423","1751-8431","CLINICAL NEUROLOGY","SCIE","1,483","1.3","Q4","0.47","9.43"%,
"NEUROPEDIATRICS","NEUROPEDIATRICS","GEORG THIEME VERLAG KG","0174-304X","1439-1899","CLINICAL NEUROLOGY","SCIE","1,928","1.3","Q4","0.46","13.22"%,
"CHILDS NERVOUS SYSTEM","CHILD NERV SYST","SPRINGER","0256-7040","1433-0350","CLINICAL NEUROLOGY","SCIE","8,151","1.3","Q4","0.45","20.26"%,
"JOURNAL OF SPINAL CORD MEDICINE","J SPINAL CORD MED","TAYLOR & FRANCIS LTD","1079-0268","2045-7723","CLINICAL NEUROLOGY","SCIE","3,712","1.3","Q4","0.43","6.73"%,
"NEUROPATHOLOGY","NEUROPATHOLOGY","WILEY","0919-6544","1440-1789","CLINICAL NEUROLOGY","SCIE","1,856","1.3","Q4","0.41","22.92"%,
"NEUROPATHOLOGY","NEUROPATHOLOGY","WILEY","0919-6544","1440-1789","NEUROSCIENCES","SCIE","1,856","1.3","Q4","0.41","22.92"%,
"PEDIATRIC NEUROSURGERY","PEDIATR NEUROSURG","KARGER","1016-2291","1423-0305","CLINICAL NEUROLOGY","SCIE","1,703","1.3","Q4","0.4","60.64"%,
"Zeitschrift fur Neuropsychologie","Z NEUROPSYCHOL","HOGREFE AG-HOGREFE AG SUISSE","1016-264X","1664-2902","CLINICAL NEUROLOGY","SCIE","119","1.3","Q4","0.34","50"%,
"ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE","ENCEPHALE","MASSON EDITEUR","0013-7006","2589-4935","NEUROSCIENCES","SCIE","1,686","1.3","Q4","0.33","14.34"%,
"Cognitive Neuroscience","COGN NEUROSCI-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1758-8928","1758-8936","NEUROSCIENCES","SCIE","849","1.3","Q4","0.31","10.26"%,
"Current Treatment Options in Neurology","CURR TREAT OPTION NE","CURRENT MEDICINE GROUP","1092-8480","1534-3138","CLINICAL NEUROLOGY","SCIE","1,539","1.3","Q4","0.29","21.24"%,
"Journal of Neurosciences in Rural Practice","J NEUROSCI RURAL PRA","SCIENTIFIC SCHOLAR LLC","0976-3147","0976-3155","CLINICAL NEUROLOGY","ESCI","1,842","1.3","Q4","0.29","99.4"%,
"Psychiatry and Clinical Neurosciences Reports","PSYCH CLIN NEURO REP","WILEY","2769-2558","2769-2558","CLINICAL NEUROLOGY","ESCI","330","1.3","Q4","0.25","100"%,
"Psychiatry and Clinical Neurosciences Reports","PSYCH CLIN NEURO REP","WILEY","2769-2558","2769-2558","NEUROSCIENCES","ESCI","330","1.3","Q4","0.25","100"%,
